i,x,Q,c,direction x,direction y,||direction||,alpha,"f(x,y)"
1132,[-3.45618951 16.62623398],"[[20  5]
 [ 5  2]]",[14 16],0.007432145856132166,-0.02868158751875427,0.02962887535197351,0.01,-99.06605225444349
1133,[-3.4562633  16.62651878],"[[20  5]
 [ 5  2]]",[14 16],0.007379796060861921,-0.02847956306118249,0.02942017848443111,0.01,-99.06606087942924
1134,[-3.45633658 16.62680157],"[[20  5]
 [ 5  2]]",[14 16],0.007327815001744398,-0.02827896160300014,0.029212951614716143,0.01,-99.06606938333933
1135,[-3.45640934 16.62708237],"[[20  5]
 [ 5  2]]",[14 16],0.007276200081555828,-0.02807977312102672,0.029007184388615995,0.01,-99.06607776787335
1136,[-3.45648159 16.62736119],"[[20  5]
 [ 5  2]]",[14 16],0.007224948721294311,-0.027881987662683017,0.02880286652483291,0.01,-99.06608603470713
1137,[-3.45655333 16.62763804],"[[20  5]
 [ 5  2]]",[14 16],0.0071740583601691554,-0.027685595345493752,0.028599987814499822,0.01,-99.06609418549283
1138,[-3.45662457 16.62791295],"[[20  5]
 [ 5  2]]",[14 16],0.007123526455414364,-0.02749058635659196,0.028398538120653825,0.01,-99.06610222185961
1139,[-3.4566953  16.62818592],"[[20  5]
 [ 5  2]]",[14 16],0.007073350482158958,-0.027296950952230503,0.02819850737773076,0.01,-99.06611014541362
1140,[-3.45676554 16.62845696],"[[20  5]
 [ 5  2]]",[14 16],0.0070235279333434875,-0.02710467945729178,0.027999885591069675,0.01,-99.06611795773847
1141,[-3.45683528 16.6287261 ],"[[20  5]
 [ 5  2]]",[14 16],0.006974056319535293,-0.02691376226481168,0.02780266283640564,0.01,-99.06612566039557
1142,[-3.45690453 16.62899334],"[[20  5]
 [ 5  2]]",[14 16],0.006924933168871661,-0.026724189835491075,0.0276068292593826,0.01,-99.0661332549245
1143,[-3.45697329 16.6292587 ],"[[20  5]
 [ 5  2]]",[14 16],0.006876156026883962,-0.026535952697221532,0.02741237507505016,0.01,-99.06614074284306
1144,[-3.45704157 16.62952219],"[[20  5]
 [ 5  2]]",[14 16],0.0068277224563679795,-0.026349041444625243,0.027219290567385666,0.01,-99.0661481256478
1145,[-3.45710936 16.62978383],"[[20  5]
 [ 5  2]]",[14 16],0.006779630037327067,-0.02616344673854698,0.027027566088788167,0.01,-99.06615540481437
1146,[-3.45717668 16.63004362],"[[20  5]
 [ 5  2]]",[14 16],0.006731876366782075,-0.025979159305641986,0.02683719205963179,0.01,-99.06616258179754
1147,[-3.45724353 16.63030158],"[[20  5]
 [ 5  2]]",[14 16],0.006684459058712733,-0.025796169937871483,0.02664815896776269,0.01,-99.06616965803181
1148,[-3.4573099  16.63055773],"[[20  5]
 [ 5  2]]",[14 16],0.0066373757438622505,-0.02561446949204793,0.02646045736800982,0.01,-99.0661766349314
1149,[-3.45737581 16.63081207],"[[20  5]
 [ 5  2]]",[14 16],0.006590624069682249,-0.02543404888940337,0.02627407788175326,0.01,-99.06618351389082
1150,[-3.45744125 16.63106462],"[[20  5]
 [ 5  2]]",[14 16],0.006544201700213748,-0.02525489911509915,0.026089011196419775,0.01,-99.0661902962849
1151,[-3.45750623 16.63131539],"[[20  5]
 [ 5  2]]",[14 16],0.006498106315934393,-0.0250770112178067,0.025905248065038664,0.01,-99.06619698346915
1152,[-3.45757075 16.63156439],"[[20  5]
 [ 5  2]]",[14 16],0.006452335613635896,-0.024900376309245686,0.025722779305763947,0.01,-99.06620357678023
1153,[-3.45763482 16.63181164],"[[20  5]
 [ 5  2]]",[14 16],0.00640688730637784,-0.02472498556374525,0.025541595801438024,0.01,-99.06621007753577
1154,[-3.45769844 16.63205715],"[[20  5]
 [ 5  2]]",[14 16],0.0063617591232816295,-0.02455083021779103,0.02536168849910152,0.01,-99.06621648703513
1155,[-3.45776161 16.63230093],"[[20  5]
 [ 5  2]]",[14 16],0.0063169488095127235,-0.02437790156959707,0.025183048409574398,0.01,-99.06622280655934
1156,[-3.45782433 16.63254299],"[[20  5]
 [ 5  2]]",[14 16],0.0062724541261065525,-0.02420619097867771,0.02500566660699789,0.01,-99.06622903737141
1157,[-3.45788662 16.63278335],"[[20  5]
 [ 5  2]]",[14 16],0.006228272849824634,-0.02403568986540705,0.024829534228371943,0.01,-99.06623518071673
1158,[-3.45794846 16.63302201],"[[20  5]
 [ 5  2]]",[14 16],0.00618440277313681,-0.023866389710589075,0.024654642473134637,0.01,-99.06624123782305
1159,[-3.45800987 16.63325899],"[[20  5]
 [ 5  2]]",[14 16],0.006140841704047162,-0.023698282055031328,0.024480982602705814,0.01,-99.06624720990105
1160,[-3.45807084 16.63349431],"[[20  5]
 [ 5  2]]",[14 16],0.006097587465978549,-0.023531358499132793,0.024308545940059184,0.01,-99.06625309814432
1161,[-3.45813139 16.63372796],"[[20  5]
 [ 5  2]]",[14 16],0.00605463789774241,-0.023365610702450468,0.024137323869295173,0.01,-99.0662589037297
1162,[-3.45819151 16.63395997],"[[20  5]
 [ 5  2]]",[14 16],0.006011990853316718,-0.023201030383289023,0.023967307835188006,0.01,-99.0662646278175
1163,[-3.45825121 16.63419035],"[[20  5]
 [ 5  2]]",[14 16],0.0059696442018157825,-0.023037609318290464,0.023798489342780907,0.01,-99.0662702715518
1164,[-3.45831048 16.6344191 ],"[[20  5]
 [ 5  2]]",[14 16],0.005927595827351695,-0.022875339342016687,0.023630859956947265,0.01,-99.06627583606064
1165,[-3.45836934 16.63464624],"[[20  5]
 [ 5  2]]",[14 16],0.005885843628988141,-0.022714212346546248,0.023464411301988685,0.01,-99.06628132245605
1166,[-3.45842779 16.63487179],"[[20  5]
 [ 5  2]]",[14 16],0.005844385520513029,-0.022554220281067572,0.023299135061184185,0.01,-99.06628673183465
1167,[-3.45848582 16.63509574],"[[20  5]
 [ 5  2]]",[14 16],0.005803219430445594,-0.02239535515147395,0.023135022976399917,0.01,-99.06629206527757
1168,[-3.45854344 16.63531812],"[[20  5]
 [ 5  2]]",[14 16],0.005762343301938699,-0.022237609019967408,0.022972066847681202,0.01,-99.06629732385076
1169,[-3.45860066 16.63553893],"[[20  5]
 [ 5  2]]",[14 16],0.00572175509254258,-0.022080974004664355,0.022810258532811503,0.01,-99.06630250860523
1170,[-3.45865747 16.63575818],"[[20  5]
 [ 5  2]]",[14 16],0.005681452774265239,-0.021925442279197682,0.02264958994694243,0.01,-99.06630762057725
1171,[-3.45871389 16.63597589],"[[20  5]
 [ 5  2]]",[14 16],0.005641434333377049,-0.021771006072329513,0.022490053062169814,0.01,-99.06631266078853
1172,[-3.4587699  16.63619207],"[[20  5]
 [ 5  2]]",[14 16],0.00560169777032371,-0.02161765766754975,0.022331639907123304,0.01,-99.0663176302464
1173,[-3.45882553 16.63640672],"[[20  5]
 [ 5  2]]",[14 16],0.00556224109963388,-0.021465389402715473,0.022174342566594077,0.01,-99.06632252994412
1174,[-3.45888076 16.63661986],"[[20  5]
 [ 5  2]]",[14 16],0.0055230623498356834,-0.02131419366964238,0.02201815318111843,0.01,-99.06632736086095
1175,[-3.4589356 16.6368315],"[[20  5]
 [ 5  2]]",[14 16],0.005484159563373225,-0.021164062913738846,0.02186306394660259,0.01,-99.06633212396234
1176,[-3.45899005 16.63704165],"[[20  5]
 [ 5  2]]",[14 16],0.005445530796375664,-0.021014989633634684,0.0217090671139054,0.01,-99.0663368202004
1177,[-3.45904413 16.63725032],"[[20  5]
 [ 5  2]]",[14 16],0.005407174118778002,-0.02086696638078145,0.02155615498848173,0.01,-99.06634145051368
1178,[-3.45909782 16.63745752],"[[20  5]
 [ 5  2]]",[14 16],0.005369087614068846,-0.020719985759100723,0.02140431992997872,0.01,-99.06634601582762
1179,[-3.45915113 16.63766326],"[[20  5]
 [ 5  2]]",[14 16],0.005331269379221126,-0.020574040424621742,0.021253554351867605,0.01,-99.06635051705466
1180,[-3.45920407 16.63786755],"[[20  5]
 [ 5  2]]",[14 16],0.005293717524610386,-0.020429123085087042,0.02110385072104149,0.01,-99.06635495509448
1181,[-3.45925663 16.63807041],"[[20  5]
 [ 5  2]]",[14 16],0.005256430173952609,-0.02028522649961495,0.02095520155747303,0.01,-99.06635933083402
1182,[-3.45930883 16.63827183],"[[20  5]
 [ 5  2]]",[14 16],0.005219405464126581,-0.020142343478324776,0.02080759943380704,0.01,-99.06636364514789
1183,[-3.45936065 16.63847183],"[[20  5]
 [ 5  2]]",[14 16],0.005182641545225408,-0.020000466881961998,0.020661036975010597,0.01,-99.06636789889838
1184,[-3.45941211 16.63867043],"[[20  5]
 [ 5  2]]",[14 16],0.005146136580274074,-0.01985958962158385,0.02051550685799783,0.01,-99.06637209293564
1185,[-3.45946321 16.63886763],"[[20  5]
 [ 5  2]]",[14 16],0.0051098887452987185,-0.019719704658168524,0.020371001811268975,0.01,-99.06637622809792
1186,[-3.45951395 16.63906344],"[[20  5]
 [ 5  2]]",[14 16],0.005073896229141894,-0.019580805002268775,0.02022751461452875,0.01,-99.06638030521162
1187,[-3.45956433 16.63925786],"[[20  5]
 [ 5  2]]",[14 16],0.005038157233432372,-0.01944288371367975,0.020085038098357197,0.01,-99.06638432509172
1188,[-3.45961436 16.63945092],"[[20  5]
 [ 5  2]]",[14 16],0.00500266997242349,-0.0193059339010766,0.019943565143818353,0.01,-99.06638828854165
1189,[-3.45966403 16.63964262],"[[20  5]
 [ 5  2]]",[14 16],0.004967432672998484,-0.019169948721675212,0.01980308868213315,0.01,-99.06639219635349
1190,[-3.45971336 16.63983297],"[[20  5]
 [ 5  2]]",[14 16],0.0049324435744964035,-0.019034921380891134,0.01966360169430558,0.01,-99.06639604930832
1191,[-3.45976234 16.64002198],"[[20  5]
 [ 5  2]]",[14 16],0.004897700928628623,-0.018900845131996746,0.019525097210769907,0.01,-99.06639984817622
1192,[-3.45981097 16.64020966],"[[20  5]
 [ 5  2]]",[14 16],0.004863202999503713,-0.01876771327579263,0.019387568311078747,0.01,-99.06640359371644
1193,[-3.45985926 16.64039601],"[[20  5]
 [ 5  2]]",[14 16],0.004828948063389404,-0.0186355191602523,0.019251008123499478,0.01,-99.06640728667755
1194,[-3.45990721 16.64058106],"[[20  5]
 [ 5  2]]",[14 16],0.00479493440872325,-0.018504256180218448,0.01911540982472285,0.01,-99.06641092779765
1195,[-3.45995482 16.6407648 ],"[[20  5]
 [ 5  2]]",[14 16],0.004761160335986503,-0.018373917777047666,0.01898076663948744,0.01,-99.0664145178045
1196,[-3.46000209 16.64094724],"[[20  5]
 [ 5  2]]",[14 16],0.004727624157645494,-0.01824449743830492,0.018847071840269194,0.01,-99.06641805741566
1197,[-3.46004904 16.6411284 ],"[[20  5]
 [ 5  2]]",[14 16],0.004694324198023736,-0.018115988697424257,0.01871431874692089,0.01,-99.06642154733848
1198,[-3.46009565 16.64130828],"[[20  5]
 [ 5  2]]",[14 16],0.004661258793293044,-0.017988385133378415,0.018582500726350083,0.01,-99.06642498827054
1199,[-3.46014193 16.6414869 ],"[[20  5]
 [ 5  2]]",[14 16],0.004628426291301224,-0.01786168037037328,0.018451611192180115,0.01,-99.06642838089957
1200,[-3.46018789 16.64166426],"[[20  5]
 [ 5  2]]",[14 16],0.004595825051570301,-0.017735868077529915,0.018321643604441874,0.01,-99.06643172590358
1201,[-3.46023353 16.64184037],"[[20  5]
 [ 5  2]]",[14 16],0.004563453445131316,-0.01761094196855595,0.018192591469214224,0.01,-99.0664350239511
1202,[-3.46027884 16.64201524],"[[20  5]
 [ 5  2]]",[14 16],0.004531309854538534,-0.017486895801436475,0.018064448338328373,0.01,-99.06643827570143
1203,[-3.46032383 16.64218888],"[[20  5]
 [ 5  2]]",[14 16],0.004499392673722014,-0.01736372337813208,0.01793720780903856,0.01,-99.06644148180433
1204,[-3.46036851 16.64236129],"[[20  5]
 [ 5  2]]",[14 16],0.004467700307877465,-0.01724141854425376,0.017810863523679752,0.01,-99.06644464290069
1205,[-3.46041287 16.64253249],"[[20  5]
 [ 5  2]]",[14 16],0.004436231173512439,-0.017119975188762737,0.017685409169388627,0.01,-99.06644775962222
1206,[-3.46045692 16.64270248],"[[20  5]
 [ 5  2]]",[14 16],0.004404983698242049,-0.016999387243666675,0.017560838477758273,0.01,-99.0664508325919
1207,[-3.46050066 16.64287128],"[[20  5]
 [ 5  2]]",[14 16],0.0043739563207711996,-0.01687964868370706,0.017437145224531103,0.01,-99.06645386242396
1208,[-3.46054409 16.64303889],"[[20  5]
 [ 5  2]]",[14 16],0.004343147490791566,-0.016760753526073202,0.017314323229296154,0.01,-99.06645684972382
1209,[-3.46058722 16.64320531],"[[20  5]
 [ 5  2]]",[14 16],0.004312555668947837,-0.016642695830093146,0.017192366355181416,0.01,-99.06645979508863
1210,[-3.46063004 16.64337057],"[[20  5]
 [ 5  2]]",[14 16],0.004282179326656532,-0.016525469696935247,0.0170712685085195,0.01,-99.06646269910709
1211,[-3.46067256 16.64353466],"[[20  5]
 [ 5  2]]",[14 16],0.004252016946189485,-0.016409069269327503,0.016951023638596897,0.01,-99.0664655623595
1212,[-3.46071478 16.64369759],"[[20  5]
 [ 5  2]]",[14 16],0.0042220670204144994,-0.016293488731252026,0.016831625737293132,0.01,-99.06646838541823
1213,[-3.46075671 16.64385938],"[[20  5]
 [ 5  2]]",[14 16],0.004192328052903704,-0.016178722307644833,0.01671306883881736,0.01,-99.06647116884744
1214,[-3.46079833 16.64402003],"[[20  5]
 [ 5  2]]",[14 16],0.00416279855771684,-0.016064764264132947,0.016595347019399517,0.01,-99.0664739132035
1215,[-3.46083967 16.64417955],"[[20  5]
 [ 5  2]]",[14 16],0.004133477059365731,-0.01595160890673597,0.01647845439699249,0.01,-99.06647661903492
1216,[-3.46088071 16.64433794],"[[20  5]
 [ 5  2]]",[14 16],0.0041043620928249425,-0.015839250581572983,0.016362385130991093,0.01,-99.06647928688241
1217,[-3.46092147 16.64449521],"[[20  5]
 [ 5  2]]",[14 16],0.004075452203354146,-0.015727683674580106,0.016247133421914087,0.01,-99.06648191727928
1218,[-3.46096193 16.64465138],"[[20  5]
 [ 5  2]]",[14 16],0.0040467459464093025,-0.015616902611256478,0.016132693511135998,0.01,-99.06648451075117
1219,[-3.46100212 16.64480645],"[[20  5]
 [ 5  2]]",[14 16],0.0040182418876870685,-0.015506901856353394,0.016019059680597338,0.01,-99.06648706781645
1220,[-3.46104202 16.64496043],"[[20  5]
 [ 5  2]]",[14 16],0.003989938602972032,-0.015397675913607856,0.015906226252508354,0.01,-99.06648958898622
1221,[-3.46108163 16.64511332],"[[20  5]
 [ 5  2]]",[14 16],0.0039618346780603275,-0.015289219325483216,0.0157941875890788,0.01,-99.06649207476438
1222,[-3.46112097 16.64526514],"[[20  5]
 [ 5  2]]",[14 16],0.0039339287087294394,-0.015181526672872536,0.015682938092223216,0.01,-99.0664945256477
1223,[-3.46116004 16.64541588],"[[20  5]
 [ 5  2]]",[14 16],0.0039062193006316193,-0.015074592574851664,0.015572472203295143,0.01,-99.06649694212605
1224,[-3.46119882 16.64556557],"[[20  5]
 [ 5  2]]",[14 16],0.0038787050692299374,-0.014968411688389693,0.015462784402790825,0.01,-99.06649932468241
1225,[-3.46123734 16.6457142 ],"[[20  5]
 [ 5  2]]",[14 16],0.0038513846398160467,-0.014862978708080732,0.015353869210093987,0.01,-99.06650167379297
1226,[-3.46127558 16.64586178],"[[20  5]
 [ 5  2]]",[14 16],0.003824256647249058,-0.014758288365911199,0.015245721183185085,0.01,-99.06650398992717
1227,[-3.46131355 16.64600832],"[[20  5]
 [ 5  2]]",[14 16],0.003797319736090543,-0.01465433543095429,0.0151383349183794,0.01,-99.06650627354803
1228,[-3.46135126 16.64615383],"[[20  5]
 [ 5  2]]",[14 16],0.003770572560426899,-0.01455111470914261,0.015031705050062374,0.01,-99.06650852511191
1229,[-3.4613887  16.64629832],"[[20  5]
 [ 5  2]]",[14 16],0.0037440137838036236,-0.014448621042980392,0.014925826250394559,0.01,-99.0665107450688
1230,[-3.46142587 16.64644179],"[[20  5]
 [ 5  2]]",[14 16],0.0037176420791826814,-0.014346849311309029,0.01482069322907394,0.01,-99.06651293386244
1231,[-3.46146279 16.64658425],"[[20  5]
 [ 5  2]]",[14 16],0.0036914561289194125,-0.014245794429040615,0.014716300733072198,0.01,-99.06651509193026
1232,[-3.46149944 16.6467257 ],"[[20  5]
 [ 5  2]]",[14 16],0.0036654546245866726,-0.014145451346907478,0.014612643546348156,0.01,-99.0665172197036
1233,[-3.46153584 16.64686616],"[[20  5]
 [ 5  2]]",[14 16],0.00363963626701036,-0.01404581505120106,0.014509716489603901,0.01,-99.0665193176077
1234,[-3.46157198 16.64700563],"[[20  5]
 [ 5  2]]",[14 16],0.0036139997661681633,-0.013946880563528552,0.01440751442002381,0.01,-99.06652138606188
1235,[-3.46160787 16.64714411],"[[20  5]
 [ 5  2]]",[14 16],0.003588543841104297,-0.01384864294056598,0.014306032231014145,0.01,-99.06652342547955
1236,[-3.4616435  16.64728163],"[[20  5]
 [ 5  2]]",[14 16],0.0035632672199170656,-0.013751097273807744,0.01420526485195747,0.01,-99.06652543626836
1237,[-3.46167888 16.64741817],"[[20  5]
 [ 5  2]]",[14 16],0.003538168639638073,-0.013654238689326803,0.014105207247950214,0.01,-99.0665274188301
1238,[-3.46171401 16.64755375],"[[20  5]
 [ 5  2]]",[14 16],0.0035132468461718247,-0.01355806234752066,0.014005854419541627,0.01,-99.06652937356107
1239,[-3.4617489  16.64768837],"[[20  5]
 [ 5  2]]",[14 16],0.003488500594318822,-0.013462563442878661,0.0139072014025143,0.01,-99.06653130085196
1240,[-3.46178354 16.64782205],"[[20  5]
 [ 5  2]]",[14 16],0.0034639286476103592,-0.013367737203731522,0.013809243267600278,0.01,-99.06653320108799
1241,[-3.46181793 16.64795479],"[[20  5]
 [ 5  2]]",[14 16],0.0034395297782729983,-0.013273578892036397,0.01371197512026407,0.01,-99.06653507464888
1242,[-3.46185208 16.64808659],"[[20  5]
 [ 5  2]]",[14 16],0.003415302767221462,-0.01318008380311042,0.013615392100442948,0.01,-99.06653692190912
1243,[-3.461886   16.64821746],"[[20  5]
 [ 5  2]]",[14 16],0.003391246403932513,-0.01308724726541044,0.013519489382302064,0.01,-99.06653874323793
1244,[-3.46191967 16.64834741],"[[20  5]
 [ 5  2]]",[14 16],0.0033673594864129797,-0.01299506464030209,0.013424262174002903,0.01,-99.06654053899933
1245,[-3.46195311 16.64847645],"[[20  5]
 [ 5  2]]",[14 16],0.0033436408211429125,-0.012903531321814654,0.01332970571745172,0.01,-99.0665423095522
1246,[-3.46198631 16.64860457],"[[20  5]
 [ 5  2]]",[14 16],0.0033200892230080825,-0.01281264273643501,0.013235815288083133,0.01,-99.06654405525043
1247,[-3.46201928 16.6487318 ],"[[20  5]
 [ 5  2]]",[14 16],0.00329670351521294,-0.01272239434286071,0.013142586194599279,0.01,-99.06654577644298
1248,[-3.46205201 16.64885812],"[[20  5]
 [ 5  2]]",[14 16],0.0032734825293303516,-0.012632781631760182,0.013050013778750138,0.01,-99.06654747347378
1249,[-3.46208451 16.64898356],"[[20  5]
 [ 5  2]]",[14 16],0.003250425105058241,-0.012543800125589755,0.012958093415095387,0.01,-99.06654914668201
1250,[-3.46211679 16.64910812],"[[20  5]
 [ 5  2]]",[14 16],0.003227530090313735,-0.012455445378332541,0.012866820510775225,0.01,-99.06655079640211
1251,[-3.46214884 16.64923179],"[[20  5]
 [ 5  2]]",[14 16],0.003204796341179872,-0.012367712975279943,0.012776190505285515,0.01,-99.06655242296378
1252,[-3.46218066 16.6493546 ],"[[20  5]
 [ 5  2]]",[14 16],0.003182222721704875,-0.012280598532832698,0.012686198870234826,0.01,-99.06655402669216
1253,[-3.46221226 16.64947654],"[[20  5]
 [ 5  2]]",[14 16],0.0031598081040051795,-0.012194097698262851,0.01259684110913987,0.01,-99.06655560790773
1254,[-3.46224363 16.64959762],"[[20  5]
 [ 5  2]]",[14 16],0.0031375513681108913,-0.012108206149498812,0.012508112757178653,0.01,-99.06655716692654
1255,[-3.46227479 16.64971785],"[[20  5]
 [ 5  2]]",[14 16],0.003115451401964009,-0.012022919594915749,0.01242000938098714,0.01,-99.06655870406017
1256,[-3.46230572 16.64983723],"[[20  5]
 [ 5  2]]",[14 16],0.0030935071013136195,-0.011938233773115314,0.012332526578419723,0.01,-99.0665602196159
1257,[-3.46233644 16.64995578],"[[20  5]
 [ 5  2]]",[14 16],0.003071717369723004,-0.011854144452716042,0.012245659978348105,0.01,-99.0665617138965
1258,[-3.46236694 16.65007348],"[[20  5]
 [ 5  2]]",[14 16],0.003050081118418646,-0.011770647432143733,0.01215940524042051,0.01,-99.0665631872008
1259,[-3.46239723 16.65019036],"[[20  5]
 [ 5  2]]",[14 16],0.003028597266341748,-0.01168773853942362,0.012073758054873424,0.01,-99.06656463982314
1260,[-3.4624273  16.65030641],"[[20  5]
 [ 5  2]]",[14 16],0.0030072647400452013,-0.011605413631951222,0.011988714142283917,0.01,-99.06656607205387
1261,[-3.46245716 16.65042165],"[[20  5]
 [ 5  2]]",[14 16],0.0029860824736349656,-0.01152366859631293,0.011904269253381275,0.01,-99.06656748417929
1262,[-3.46248681 16.65053608],"[[20  5]
 [ 5  2]]",[14 16],0.0029650494087345436,-0.011442499348065738,0.011820419168824847,0.01,-99.06656887648153
1263,[-3.46251625 16.6506497 ],"[[20  5]
 [ 5  2]]",[14 16],0.0029441644943748457,-0.01136190183154362,0.011737159698989008,0.01,-99.06657024923902
1264,[-3.46254549 16.65076251],"[[20  5]
 [ 5  2]]",[14 16],0.0029234266870794556,-0.01128187201963371,0.01165448668376786,0.01,-99.06657160272597
1265,[-3.46257452 16.65087454],"[[20  5]
 [ 5  2]]",[14 16],0.0029028349506479145,-0.011202405913593338,0.011572395992343767,0.01,-99.06657293721301
1266,[-3.46260334 16.65098577],"[[20  5]
 [ 5  2]]",[14 16],0.002882388256194801,-0.011123499542854631,0.011490883523008007,0.01,-99.06657425296677
1267,[-3.46263196 16.65109622],"[[20  5]
 [ 5  2]]",[14 16],0.00286208558210177,-0.011045148964806017,0.011409945202937229,0.01,-99.06657555025028
1268,[-3.46266038 16.6512059 ],"[[20  5]
 [ 5  2]]",[14 16],0.0028419259139180753,-0.010967350264616371,0.011329576987998266,0.01,-99.06657682932278
1269,[-3.4626886 16.6513148],"[[20  5]
 [ 5  2]]",[14 16],0.002821908244364124,-0.010890099555021848,0.011249774862542684,0.01,-99.06657809044
1270,[-3.46271662 16.65142293],"[[20  5]
 [ 5  2]]",[14 16],0.0028020315732302237,-0.010813392976141145,0.011170534839202538,0.01,-99.06657933385387
1271,[-3.46274444 16.65153031],"[[20  5]
 [ 5  2]]",[14 16],0.0027822949073872394,-0.0107372266952801,0.011091852958703905,0.01,-99.066580559813
1272,[-3.46277207 16.65163692],"[[20  5]
 [ 5  2]]",[14 16],0.002762697260687119,-0.010661596906745174,0.011013725289661368,0.01,-99.06658176856237
1273,[-3.4627995  16.65174279],"[[20  5]
 [ 5  2]]",[14 16],0.0027432376538740755,-0.010586499831646279,0.01093614792836487,0.01,-99.06658296034357
1274,[-3.46282674 16.65184791],"[[20  5]
 [ 5  2]]",[14 16],0.002723915114687614,-0.010511931717704925,0.010859116998619845,0.01,-99.06658413539482
1275,[-3.46285379 16.65195228],"[[20  5]
 [ 5  2]]",[14 16],0.0027047286776280544,-0.010437888839085474,0.01078262865152504,0.01,-99.06658529395091
1276,[-3.46288064 16.65205593],"[[20  5]
 [ 5  2]]",[14 16],0.002685677384057783,-0.010364367496185523,0.01070667906529501,0.01,-99.06658643624351
1277,[-3.46290731 16.65215884],"[[20  5]
 [ 5  2]]",[14 16],0.0026667602820573677,-0.010291364015465376,0.010631264445058937,0.01,-99.06658756250083
1278,[-3.46293379 16.65226103],"[[20  5]
 [ 5  2]]",[14 16],0.0026479764264291106,-0.010218874749256202,0.010556381022675825,0.01,-99.06658867294799
1279,[-3.46296008 16.6523625 ],"[[20  5]
 [ 5  2]]",[14 16],0.00262932487860823,-0.010146896075589495,0.010482025056547122,0.01,-99.0665897678069
1280,[-3.46298619 16.65246325],"[[20  5]
 [ 5  2]]",[14 16],0.0026108047066628615,-0.010075424398007016,0.010408192831432746,0.01,-99.06659084729645
1281,[-3.46301212 16.6525633 ],"[[20  5]
 [ 5  2]]",[14 16],0.002592414985244318,-0.010004456145377816,0.01033488065826148,0.01,-99.06659191163237
1282,[-3.46303786 16.65266264],"[[20  5]
 [ 5  2]]",[14 16],0.0025741547954538646,-0.00993398777173482,0.010262084873939363,0.01,-99.06659296102734
1283,[-3.46306342 16.65276128],"[[20  5]
 [ 5  2]]",[14 16],0.002556023224954629,-0.00986401575607232,0.010189801841181723,0.01,-99.06659399569116
1284,[-3.4630888  16.65285922],"[[20  5]
 [ 5  2]]",[14 16],0.002538019367767319,-0.009794536602198534,0.010118027948319218,0.01,-99.06659501583056
1285,[-3.463114   16.65295648],"[[20  5]
 [ 5  2]]",[14 16],0.002520142324321739,-0.009725546838543764,0.010046759609125043,0.01,-99.0665960216495
1286,[-3.46313902 16.65305305],"[[20  5]
 [ 5  2]]",[14 16],0.002502391201389287,-0.009657043017988087,0.009975993262631194,0.01,-99.06659701334895
1287,[-3.46316387 16.65314894],"[[20  5]
 [ 5  2]]",[14 16],0.002484765112003018,-0.009589021717697932,0.009905725372950229,0.01,-99.06659799112717
1288,[-3.46318854 16.65324415],"[[20  5]
 [ 5  2]]",[14 16],0.002467263175493173,-0.009521479538943112,0.009835952429107056,0.01,-99.0665989551795
1289,[-3.46321304 16.6533387 ],"[[20  5]
 [ 5  2]]",[14 16],0.0024498845173486217,-0.009454413106936954,0.009766670944849414,0.01,-99.06659990569871
1290,[-3.46323737 16.65343258],"[[20  5]
 [ 5  2]]",[14 16],0.0024326282692328505,-0.009387819070663994,0.0096978774584851,0.01,-99.06660084287469
1291,[-3.46326152 16.65352579],"[[20  5]
 [ 5  2]]",[14 16],0.002415493568914684,-0.009321694102709444,0.00962956853269949,0.01,-99.06660176689488
1292,[-3.46328551 16.65361835],"[[20  5]
 [ 5  2]]",[14 16],0.002398479560287825,-0.009256034899099319,0.009561740754405707,0.01,-99.06660267794379
1293,[-3.46330933 16.65371026],"[[20  5]
 [ 5  2]]",[14 16],0.0023815853931878905,-0.009190838179128136,0.009494390734531906,0.01,-99.06660357620362
1294,[-3.46333297 16.65380152],"[[20  5]
 [ 5  2]]",[14 16],0.002364810223498992,-0.009126100685207916,0.009427515107901857,0.01,-99.06660446185387
1295,[-3.46335645 16.65389214],"[[20  5]
 [ 5  2]]",[14 16],0.0023481532130453786,-0.009061819182679898,0.009361110533025485,0.01,-99.06660533507159
1296,[-3.46337977 16.65398212],"[[20  5]
 [ 5  2]]",[14 16],0.0023316135295807783,-0.008997990459679528,0.009295173691965522,0.01,-99.06660619603127
1297,[-3.46340292 16.65407147],"[[20  5]
 [ 5  2]]",[14 16],0.0023151903466551715,-0.008934611326962383,0.009229701290135547,0.01,-99.06660704490496
1298,[-3.46342591 16.65416018],"[[20  5]
 [ 5  2]]",[14 16],0.0022988828436805164,-0.008871678617753176,0.00916469005617034,0.01,-99.0666078818623
1299,[-3.46344874 16.65424828],"[[20  5]
 [ 5  2]]",[14 16],0.0022826902058170617,-0.00880918918758411,0.009100136741740858,0.01,-99.06660870707066
1300,[-3.4634714  16.65433575],"[[20  5]
 [ 5  2]]",[14 16],0.002266611624033743,-0.008747139914124347,0.009036038121404322,0.01,-99.06660952069495
1301,[-3.46349391 16.6544226 ],"[[20  5]
 [ 5  2]]",[14 16],0.0022506462949305472,-0.008685527697045003,0.008972390992428967,0.01,-99.06661032289769
1302,[-3.46351626 16.65450885],"[[20  5]
 [ 5  2]]",[14 16],0.002234793420781145,-0.008624349457853953,0.008909192174644818,0.01,-99.06661111383931
